Family,Scientific,BodyMass-Value,Length,Wing,Tail,Tarsus,Toe,Bill L,Bill W,Bill D,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,Nocturnal
Acanthisittidae,Acanthisitta chloris,6.91,69,58,23,21.7,12.6,13.7,4,3,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,20,60,20,0,0,0,0
Acanthisittidae,Xenicus gilviventris,17.59,93,52.5,20,24.68,18.77,16.065,5.53,3.735,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,50,50,0,0,0,0,0
Calyptomenidae,Smithornis rufolateralis,19.04,124,63.5,39.333,13.3583,11.6,16.35,10.6083,5.725,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Calyptomenidae,Calyptomena viridis,58.5,160.55600000000001,101,41.667,19.072199999999999,14.0611,17.3944,10.4333,5.9278,30,0,0,0,0,0,70,0,0,0,FruiNect,0,0,10,50,40,0,0,0,0
Eurylaimidae,Cymbirhynchus macrorhynchos,59.4,215,104.375,87,21.962499999999999,15.637499999999999,25.6188,15.8438,13.2438,80,0,0,0,0,0,10,0,0,10,Invertebrate,0,0,60,20,20,0,0,0,0
Eurylaimidae,Eurylaimus javanicus,78.2,206.333,108.333,60.833,22.774999999999999,16.158300000000001,29.7417,18.6833,11.2417,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,10,50,40,0,0,0,0
Eurylaimidae,Eurylaimus ochromalus,33.3,152,81.75,46.75,18.8188,12.7563,20.3125,13.55,8.0063,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,70,30,0,0,0,0
Eurylaimidae,Corydon sumatranus,140,259.125,128.5,88.5,23.4375,17.875,28.9563,23.825,14.9063,90,0,10,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Philepittidae,Philepitta castanea,35.4,153,81,38,23,23.1,20.05,9.65,5.45,0,0,0,0,0,0,30,60,0,10,FruiNect,0,0,10,30,30,30,0,0,0
Philepittidae,Philepitta schlegeli,27.9,121.5,76,34,17.75,16.649999999999999,15.6,8.8,6,10,0,0,0,0,0,70,20,0,0,FruiNect,0,0,0,20,20,60,0,0,0
Philepittidae,Neodrepanis coruscans,6.5,83,51,19,15,10.35,25,4.6,4,20,0,0,0,0,0,0,80,0,0,FruiNect,0,0,0,0,40,60,0,0,0
Philepittidae,Neodrepanis hypoxantha,7.1,91,49,21,14.76,10.53,21.78,6.3,4.34,20,0,0,0,0,0,0,80,0,0,FruiNect,0,0,0,0,40,60,0,0,0
Pittidae,Pitta sordida,64.5,165,104,33.5,36.450000000000003,24.824999999999999,23.95,10.2,9.45,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Pittidae,Pitta reichenowi,94.87,174.833,115.833,42,35.041699999999999,21.3,24.3833,8.3167,8.0667,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta poeciloptera,17.97,120,75,38,17.79,13.74,18.12,5.84,4.71,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta cunicularia,28.5,156,98,57,21.98,13.34,23.75,7.2,5.28,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta cunicularia,28.5,149,99,52,21.04,12.98,20.82,6.11,4.46,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta punensis,25.8,133,91,53,20.53,13.07,19.42,6.01,5.01,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta antarctica,36.87,174,107,63,21.11,14.32,17.37,6.09,4.79,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta tenuirostris,32.2,175,105,56,20.52,16.14,30.81,6.88,5.16,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta tenuirostris,32.2,169,110,61,23.2,13.57,34.17,6.37,5.21,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta tenuirostris,32.2,158,106,56,23.06,14.25,30.82,6.25,5.78,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta peruviana,20.8,132,81,48,20.399999999999999,12.94,17.715,5.8,4.425,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta rufipennis,32.37,180,106,66.5,24.734999999999999,18.305,18.065,7.16,5.36,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta isabellina,42.7,178,122,75,20.239999999999998,15.46,22.78,6.96,6.01,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta isabellina,42.7,184,123.5,67.5,21.835000000000001,16.52,23.165,7.02,5.705,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Geositta crassirostris,55.8,186,92,56,26.92,19.75,31.28,8.57,7.59,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Ochetorhynchus ruficaudus,36.3,162,73,74,23.94,16.940000000000001,24.48,6.23,5.57,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Ochetorhynchus andaecola,30.85,179,79,74,26.69,19.579999999999998,29.89,6.99,6.45,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Upucerthia validirostris,33.6,235,97,96,28.22,24.76,43.62,7.1,6.91,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Upucerthia dumetaria,48.68,212,96,73,25.08,17.79,34.69,6.94,6.16,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Tarphonomus certhioides,22.09,178,72,78,21.83,15.71,25.47,5.94,5.36,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,70,30,0,0,0,0,0
Furnariidae,Cinclodes fuscus,30,172,97,67,24.65,17.39,19.82,5.9,4.52,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Cinclodes fuscus,30,163,98,69,22.74,18.3,18.55,5.87,4.75,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Cinclodes albiventris,30,156,99,74,29.52,18.649999999999999,17.03,5.33,5,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Cinclodes excelsior,63.96,184,117,84,30.55,25.14,30.66,8.07,7.08,70,0,10,0,0,0,0,0,20,0,Invertebrate,0,0,70,30,0,0,0,0,0
Furnariidae,Cinclodes excelsior,63.96,181,107,82,31.85,25.1,29.24,8.18,6.85,70,0,10,0,0,0,0,0,20,0,Invertebrate,0,0,70,30,0,0,0,0,0
Furnariidae,Cinclodes atacamensis,53,200,111,86.5,31.85,23.295000000000002,25.93,7.515,6.05,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Cinclodes oustaleti,30.5,180,93,66,27.65,18.05,21.7,5.6,4.69,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Cinclodes patagonicus,30.7,182,101,81,28.08,20.53,25.19,6.48,5.35,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Cinclodes patagonicus,30.7,180,100,82,28.23,21.96,24.63,6.36,5.44,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Cinclodes nigrofumosus,64.96,213,122,93,32.39,25.66,27.87,8.29,7.38,80,0,0,20,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Furnarius leucopus,54.8,210,99.25,60.25,34.424999999999997,19.387499999999999,28.1575,5.9,5.325,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Furnarius rufus,46.42,172,98,71,31.43,18.05,24.12,7.17,5.88,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,70,30,0,0,0,0,0
Furnariidae,Furnarius cristatus,25.5,142,83,59,24.98,14.45,20.7,6.74,5.58,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Furnarius cristatus,25.5,148,78,63,24.66,14.32,19.41,6.26,4.7,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Aphrastura spinicauda,11.5,134,60,71,19.36,15.01,12.77,3.96,3.67,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,10,30,30,30,0,0,0
Furnariidae,Leptasthenura fuliginiceps,12.6,157,63,99,16.68,12.54,12.16,4.11,3.33,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Leptasthenura platensis,10.6,148,57,91,15.92,12.69,10.13,4.31,3.23,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Leptasthenura platensis,10.6,152,56,90,16.63,13.01,10.21,4.06,3.33,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Leptasthenura aegithaloides,10.72,154,59,89,14.8,8.5,11.6,4.8,4.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Leptasthenura pileata,10.3,165,67,90,21.38,12.42,12.62,4.09,3.98,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Leptasthenura andicola,15.49,165,64,100,19.82,13.12,13.23,4.62,3.81,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,30,30,20,0,0,0
Furnariidae,Leptasthenura andicola,15.49,167,72,106,16.850000000000001,17.63,11.91,4.89,3.72,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,30,30,20,0,0,0
Furnariidae,Leptasthenura setaria,11,182,46,115,19.260000000000002,14.65,14.82,5.22,3.61,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Schizoeaca coryi,16.8,141,55,71,22.52,15.53,14.2,5.82,4.27,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,20,80,0,0,0,0,0
Furnariidae,Asthenes pyrrholeuca,13.2,142,67,75,21.63,15.12,15.44,5.05,4.33,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Asthenes pyrrholeuca,13.2,156,64,81,19.63,14.25,16.33,5.35,4.18,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Asthenes baeri,17.8,153,64,74,22.2,14.79,13.56,4.46,4.28,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Asthenes dorbignyi,15.9,159,72,77,24.245000000000001,16.965,17.785,7.13,5.38,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,70,30,0,0,0,0,0
Furnariidae,Asthenes humicola,20.83,152,65,72,19.5,13,16.2,6.2,4.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,60,40,0,0,0,0,0
Furnariidae,Asthenes patagonica,16.4,130,58,68,19.440000000000001,14.62,13.83,5.74,3.94,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Asthenes patagonica,16.4,137,57,70,18.8,14.9,12.67,5.57,4.02,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Schoeniophylax phryganophilus,18.6,199,62,120,23.7,15.47,17.05,7.13,6.63,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,60,40,0,0,0,0,0
Furnariidae,Synallaxis unirufa,17.9,173,56,100,21.78,17.14,16.57,6.08,4.63,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,80,20,0,0,0,0
Furnariidae,Synallaxis unirufa,17.9,175,59,103,21.89,16.93,16.68,5.57,4.06,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,80,20,0,0,0,0
Furnariidae,Synallaxis ruficapilla,13.8,149,55,80,22.4,14.68,15.17,5.28,3.32,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,60,20,0,0,0,0
Furnariidae,Synallaxis ruficapilla,13.8,139,56,73,21.32,15.85,15.17,5.47,3.38,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,60,20,0,0,0,0
Furnariidae,Synallaxis cinnamomea,18.37,147,59,67,21.42,17.57,15.86,6.56,5.03,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Synallaxis cinnamomea,18.37,147,56,68,19.87,14.36,16.21,5.21,4.54,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Synallaxis cinerascens,13.1,125,57,66,19.96,15.61,12.16,4.57,3.46,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Synallaxis cinerascens,13.1,135,57,72,18.59,15.41,12.85,5.85,3.67,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Synallaxis subpudica,16.48,177.5,63,106.5,23.8,17.355,15.345,6,4.12,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Furnariidae,Synallaxis frontalis,14,151,58,79,19.45,14.63,14.34,5.88,4.14,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,80,0,0,0,0,0
Furnariidae,Synallaxis frontalis,14,162,62,84,20.49,16.21,15.15,6.05,4.07,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,80,0,0,0,0,0
Furnariidae,Synallaxis azarae,16.9,157,57,89,21,15.05,14.78,5.66,4.16,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,0,80,20,0,0,0,0
Furnariidae,Synallaxis azarae,16.9,172,55,94,22.35,16.52,14.33,5.57,4.06,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,0,80,20,0,0,0,0
Furnariidae,Synallaxis albescens,11.2,146,53,72,19.100000000000001,15.6,14,5.4,4.2,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Synallaxis albescens,11.2,125,60,59,18,14,13.6,7.9,4.5,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Synallaxis albigularis,15.4,167,61,85,22.47,16.34,14.23,5.37,4.24,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Synallaxis hypospodia,16.9,148,55,79,19.399999999999999,14.94,15.4,6.66,4.8,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Furnariidae,Synallaxis spixi,12.6,153,55,83,19.489999999999998,15.96,14.15,5.76,4.12,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,80,0,0,0,0,0
Furnariidae,Synallaxis rutilans,16.7,156.5,63.333,60.833,17.666699999999999,13.783300000000001,15.3667,4.5583,4.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Synallaxis rutilans,16.7,188,60.5,99,20.875,13.85,16.025,4.675,4.45,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Synallaxis erythrothorax,17.1,142,59,60,18.14,16.98,16.7,6,4.6,70,0,0,0,0,0,30,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Furnariidae,Synallaxis brachyura,18.3,149.5,60.5,76.5,21.3,18.75,18.335,5.85,5.2,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Synallaxis cabanisi,22.7,163.5,66.5,76,23.975000000000001,18.34,17.79,6.79,5.53,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Furnariidae,Synallaxis gujanensis,18.1,156.5,64,72.5,22.61,17,16.385,6.46,5.675,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Synallaxis gujanensis,18.1,143,61,68,22.23,16.510000000000002,15.99,6.23,5.64,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Synallaxis stictothorax,10.2,118,49,50,17.399999999999999,12.7,12.5,5.4,5.3,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Furnariidae,Synallaxis stictothorax,10.2,118,51,51,19.190000000000001,12.09,13.22,5.1,3.56,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Furnariidae,Hellmayrea gularis,12.4,126,61,61,20.440000000000001,14.94,14.21,5.75,4.28,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Cranioleuca albiceps,17.55,148,70,68,21.46,15.34,17,6,4.87,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Furnariidae,Cranioleuca vulpina,15.7,145.5,70.5,74.5,19.135000000000002,14.994999999999999,15.66,6.37,4.78,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Cranioleuca sulphurifera,13.5,155.5,61,81,20.324999999999999,15.475,17.205,5.52,4.56,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Cranioleuca subcristata,14.7,145,68,70,18.13,13.9,15.74,5.11,4.66,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Cranioleuca pyrrhophia,14.9,141,64,71,18.66,14.53,16.56,4.79,4.13,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Cranioleuca pyrrhophia,14.9,136,63,71,18.41,12.89,16.48,4.78,3.78,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Cranioleuca obsoleta,13.4,131,57,66,16.47,14.18,14.13,3.92,3.24,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,70,30,0,0,0
Furnariidae,Cranioleuca pallida,11.5,137,62,69,17.809999999999999,14.09,14.67,4.91,3.95,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Cranioleuca semicinerea,15,140,62,68,17.600000000000001,14.04,16.11,5.37,4.22,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Cranioleuca albicapilla,21.29,180,84,89,23.12,18.62,18.77,6.28,4.89,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Furnariidae,Cranioleuca erythrops,16.9,130,68,56,19.91,14.41,14.97,5.88,4.92,90,0,0,0,0,0,0,0,0,10,Invertebrate,0,0,0,0,100,0,0,0,0
Furnariidae,Cranioleuca gutturata,14.9,147,69,69,18.71,13.88,17.21,5.6,4.56,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,40,60,0,0,0
Furnariidae,Cranioleuca muelleri,14.49,151,67,69,19.2,15.29,18.99,5.85,5.2,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Cranioleuca muelleri,14.49,146,71,72,18.78,14.03,17.75,5.96,5.23,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Certhiaxis cinnamomeus,15.2,134,55,58,18.7,16.5,17.4,5.3,4,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Certhiaxis mustelinus,14.96,135,61,53,19.809999999999999,15.6,17.12,5.39,4.38,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,60,40,0,0,0,0
Furnariidae,Thripophaga macroura,21,174,82,77,22.16,18.39,18.9,7.14,5.95,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,30,70,0,0,0,0,0
Furnariidae,Phacellodomus striaticeps,29.1,169,61,78,20.79,18.13,20.07,6.42,5.57,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,25,25,25,25,0,0,0
Furnariidae,Phacellodomus ruber,41,197,73,88,24.27,19.739999999999998,22.11,7.9,7.08,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Clibanornis dendrocolaptoides,48.2,211,94,90,32.200000000000003,26.03,26.57,8.12,6.96,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,60,40,0,0,0,0,0
Furnariidae,Spartonoica maluroides,11,145,50,63,16.45,13.39,13.71,4.28,3.52,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Phleocryptes melanops,14.6,133,61,51,22.56,15.54,19.29,5.12,4.96,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Limnornis curvirostris,28.6,169,73,71,26.97,20.83,24,6.42,6.42,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Coryphistera alaudina,30,160,74,64,24.67,17.66,17.74,6.93,6.07,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Siptornis striaticollis,13,114,63,44,16.82,13.4,11.47,3.86,4.12,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Furnariidae,Premnoplex brunnescens,16.3,140,65,61,20.58,13.36,17.11,6.54,5.05,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,80,20,0,0,0,0
Furnariidae,Margarornis squamiger,17.3,150,75,64,19.899999999999999,16.78,15.35,5.6,4.55,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Pseudoseisura lophotes,72.2,255,139,106,35.76,24.7,28.5,9.89,8.84,70,10,0,0,0,0,10,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Pseudoseisura gutturalis,70.4,222,107,93,32.130000000000003,24.05,27.34,10.49,10.04,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Furnariidae,Pseudocolaptes boissonneautii,43.9,207,92,91,25.53,15.02,29.6,7.76,6.75,70,0,30,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Berlepschia rikeri,37,188,94,79,18.68,17.079999999999998,28.39,9.02,7.66,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Anabacerthia variegaticeps,27.8,153,80,70,17.98,17.03,17.36,6.72,6.31,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Furnariidae,Anabacerthia striaticollis,24.8,160,83,67,18.690000000000001,14.56,16.3,7.32,6.1,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Furnariidae,Anabacerthia striaticollis,24.8,162,89,73,18.559999999999999,15.02,16.23,6.54,6.19,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Furnariidae,Anabacerthia striaticollis,24.8,157,86,77,19.97,16.16,17.49,6.94,6.26,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Furnariidae,Syndactyla guttulata,36,192,91,81,23.23,18.8,22.83,8.14,8.01,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Syndactyla subalaris,28.9,177,87,78,22.22,17.809999999999999,20.73,8.53,7.06,80,0,20,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Syndactyla rufosuperciliata,25.6,160,69,76,22.56,17.760000000000002,17.42,6.57,6.42,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,30,50,0,0,0,0
Furnariidae,Syndactyla rufosuperciliata,25.6,167,75,75,21.97,17.91,18.41,6.15,5.98,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,30,50,0,0,0,0
Furnariidae,Syndactyla dimidiata,29.4,171,86,82,24.11,18.16,20.5,7.81,6.85,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Syndactyla dimidiata,29.4,164,86,79,24.27,18.02,19.53,7.23,6.52,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Ancistrops strigilatus,35.9,181,92,76,23.28,14.54,21.95,9.27,8.11,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,50,50,0,0,0,0,0
Furnariidae,Hyloctistes subulatus,28.8,181.375,80.25,64.625,18.675000000000001,13.1,25.4625,5.75,5.775,80,0,20,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Hyloctistes subulatus,28.8,174,80,71,19.8,15.67,23.8,8.31,7.28,80,0,20,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Furnariidae,Philydor ruficaudatum,30.1,191,96.333,74.667,18.2,13.85,19.2833,5.6167,5.95,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Philydor ruficaudatum,30.1,189,92.5,72,18.45,13.8,18.325,5.7,5.925,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Philydor erythrocercum,25.27,165.4,87,62.4,18.93,11.42,19.34,5.83,5.81,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Philydor erythrocercum,25.27,180.833,94.167,69.667,19.55,10.966699999999999,21.9,6.4333,6.5917,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Philydor erythropterum,30,179,89,75,21.05,16.89,20.91,8.82,8.06,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Philydor lichtensteini,21,157,80,75,17.2,13.82,16.96,6.41,5.92,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Philydor lichtensteini,21,152,81,75,16.47,14.75,15.39,6.57,6.37,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Furnariidae,Philydor atricapillus,22.2,162,82,75,19.98,17.11,19.68,7.4,6.31,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
