Family,Scientific,BodyMass-Value,Length,Wing,Tail,Tarsus,Toe,Bill L,Bill W,Bill D,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,Nocturnal
Vireonidae,Hylophilus ochraceiceps,11.6,102,54,37,18.100000000000001,9.9,13.6,4.9,4.8,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,80,20,0,0,0,0
Vireonidae,Hylophilus decurtatus,8.49,96,53,36,16.600000000000001,8.6999999999999993,15,6.2,4.8,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,0,0,80,20,0,0,0
Vireonidae,Hylophilus decurtatus,8.49,96,53,36,16.600000000000001,8.6999999999999993,15.4,6.3,4.2,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,0,0,80,20,0,0,0
Vireonidae,Erpornis zantholeuca,11.8,121.857,69,44.429,15.992900000000001,7.2070999999999996,14.9571,4.35714,4.19286,60,0,0,0,0,0,20,10,10,0,Invertebrate,0,0,0,0,80,20,0,0,0
Oriolidae,Sphecotheres viridis,121.04,237.5,127,95.5,24.45,21.824999999999999,22.85,12.85,9.65,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,20,80,0,0,0
Oriolidae,Pitohui kirhocephalus,72,249.45947269429544,102.80162981264743,94.84184633008974,27.669416454115119,17.70108958317422,29.512092266663863,8.336811846196346,8.433347577642756,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,33,33,33,0,0,0
Oriolidae,Pitohui dichrous,92.9,223.5,107.25,98.75,34.07,21.395000000000003,29.3125,12.425,10.9575,10,0,0,0,0,0,80,0,10,0,FruiNect,0,0,0,33,33,33,0,0,0
Oriolidae,Pitohui dichrous,92.9,219.25,107.25,97.25,33.052499999999995,21.252500000000001,29.325,12.0475,10.465,10,0,0,0,0,0,80,0,10,0,FruiNect,0,0,0,33,33,33,0,0,0
Oriolidae,Oriolus xanthonotus,45,196.61500000000001,112.385,81.692,17.607700000000001,11.130800000000001,23.95,8.8923,7.3192,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,10,30,60,0,0,0
Oriolidae,Oriolus chinensis,82.6,241.5,150.5,89.5,26.85,21.75,34.7,13.95,11.05,20,10,0,0,10,0,60,0,0,0,FruiNect,0,0,20,10,30,40,0,0,0
Oriolidae,Oriolus brachyrhynchus,49.02,221,118.875,85.25,19.081299999999999,14.1,23.325,8.3688,7.8313,40,0,0,0,0,0,30,0,30,0,Omnivore,0,0,10,10,40,30,10,0,0
Oriolidae,Oriolus larvatus,66.1,204,122.5,74,22.8,16.649999999999999,26.35,10,8.9,40,0,0,0,0,0,40,10,10,0,Omnivore,0,0,10,20,30,40,0,0,0
Dicruridae,Dicrurus ludwigii,29.4,191.75,106.75,87.75,16.3125,9.4875000000000007,19.9,8.25,5.975,90,0,0,0,0,0,0,10,0,0,Invertebrate,0,0,0,40,40,20,0,0,0
Dicruridae,Dicrurus ludwigii,29.4,183,102,81,18.95,12.6,20.8,10.15,7.45,90,0,0,0,0,0,0,10,0,0,Invertebrate,0,0,0,40,40,20,0,0,0
Dicruridae,Dicrurus atripennis,38.9,213.667,114.667,93.333,15.058299999999999,11.333299999999999,23.2333,9.3833,7.6167,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,60,40,0,0,0,0
Dicruridae,Dicrurus atripennis,38.9,232.5,115.5,99,18.399999999999999,14.7,23.4,12.45,9.15,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,60,40,0,0,0,0
Dicruridae,Dicrurus adsimilis,40.3,215.5,119.5,98.5,19.05,14.475,22.95,11.8,8.25,70,0,0,10,0,0,0,20,0,0,Invertebrate,0,0,20,20,20,20,20,0,0
Dicruridae,Dicrurus leucophaeus,37.6,228.5,129,118.5,20.100000000000001,15.375,26.9,14,10,80,10,10,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,40,30,30,0,0
Dicruridae,Dicrurus aeneus,26,202.2,109.4,97.8,14.04,8.7799999999999994,22.08,9.46,6.62,90,0,0,0,0,0,0,10,0,0,Invertebrate,0,0,0,0,40,40,20,0,0
Dicruridae,Dicrurus hottentottus,79.19,257.5,144.5,114.5,20.9938,13.5,33.8813,11.4875,10.8563,50,0,10,0,0,0,0,40,0,0,Omnivore,0,0,0,20,60,20,0,0,0
Dicruridae,Dicrurus hottentottus,79.19,267.91683248190327,151.3561248436209,129.4195841449987,21.577444091526672,15.812480392703836,35.31831697919571,12.022644346174133,11.830415557251651,50,0,10,0,0,0,0,40,0,0,Omnivore,0,0,0,20,60,20,0,0,0
Dicruridae,Dicrurus paradiseus,85.82,419.66699999999997,140.429,282.167,20.871400000000001,12.35,31.3071,12.2143,11.0571,70,0,20,0,0,0,0,10,0,0,Invertebrate,0,0,0,30,40,20,10,0,0
Rhipiduridae,Rhipidura javanica,12.5,169.30799999999999,77.615,86.615,18.273099999999999,9.4461999999999993,16.0615,5.9423,3.9346,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,20,60,0,0,0,0
Rhipiduridae,Rhipidura perlata,13.4,162.875,82.75,80.375,13.8063,7.3624999999999998,15.8875,5.2875,3.86875,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,10,0,90,0,0,0,0
Rhipiduridae,Rhipidura leucophrys,27.44,200,99.8,105.6,25.4,16,13.6,5.6,4.3,70,0,10,10,0,0,0,0,10,0,Invertebrate,0,0,0,0,50,30,20,0,0
Rhipiduridae,Rhipidura rufiventris,12,169.43378004473303,84.7227414140597,79.98342550070291,14.256075936021885,8.5310011401758956,17.49846688624658,6.760829753919818,4.111497211045223,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Rhipiduridae,Rhipidura threnothorax,17.6,184.50154191794743,80.16780633876796,94.84184633008974,21.232444620002202,11.350108156723152,17.823787674480894,6.2517269277568595,4.159106104940221,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,80,0,0,0,0,0
Rhipiduridae,Rhipidura leucothorax,17.6,173.78008287493768,75.85775750291836,83.94599865193977,19.952623149688804,11.803206356517302,18.793168168032693,7.0794578438413795,4.466835921509632,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,60,20,20,0,0,0
Rhipiduridae,Rhipidura fuliginosa,7.53,160,74.8,85.2,15.9,11.5,8.7,4.1,3,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,25,25,25,25,0,0,0
Rhipiduridae,Rhipidura rufidorsa,9.8,135.51894123510368,64.86344335482384,68.54882264526623,16.255487557504843,8.8715601203796108,13.152248321922386,5.296634438916579,3.8459178204535354,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,30,70,0,0,0,0
Rhipiduridae,Lamprolia victoriae,14.65,131,82,51,22.18,14.46,19.18,6.87,5.09,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,25,25,25,25,0,0,0
Rhipiduridae,Lamprolia victoriae,14.65,131,80,49,22.32,12.96,17.27,6.57,4.65,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,25,25,25,25,0,0,0
Dicruridae,Chaetorhynchus papuensis,37.22,215.5,111,94.5,20.05,14.7,21.5,11.8,8.2,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Monarchidae,Hypothymis azurea,11.1,140.857,67.429,65,15.5143,8.6,15.0929,6.0357,4.1786,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,30,50,20,0,0,0
Monarchidae,Trochocercus nitens,11.8,143.09100000000001,64.3636,65.3,14.8,8.6150000000000002,15.73,6.6591,3.4318,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,60,20,0,0,0
Monarchidae,Terpsiphone viridis,13.23,249.5,79.625,150.125,13.856299999999999,8.7624999999999993,18.85,7.825,4.8688,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,0,20,80,0,0,0
Monarchidae,Terpsiphone paradisi,19.23,336.5,92.625,226.75,16.9313,10.5,23.6188,8.66875,6.0625,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,20,30,30,0,0
Laniidae,Lanius senator,35.97,175,98,75,23.9,17.260000000000002,18.89,9.23,9.01,80,10,10,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Monarchidae,Chasiempis sandwichensis,13.69,126,71,54,23.3,11.9,14.8,5.4,4.2,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,20,60,0,0,0,0
Monarchidae,Arses telescophthalmus,15.26,167.8804018122562,79.25013304804723,67.14288529259524,16.032453906900422,10.115794542598987,17.45822152920504,5.754399373371571,4.24619563946313,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Monarchidae,Grallina cyanoleuca,82.57,259,135,128,45.13,21.82,26.11,10.89,9.24,70,0,20,0,0,0,0,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0
Monarchidae,Grallina bruijni,38.4,173,99,75,27.92,18.25,21.52,6.2,5.89,90,0,10,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Monarchidae,Myiagra alecto,23.58,169.43378004473303,87.29713683881123,70.30723198838339,17.988709151287878,11.748975549395301,20.98939883623525,7.430191378967017,4.97737084978936,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Monarchidae,Myiagra inquieta,20.9,192,108,86,18.55,12.62,21.79,7.56,5.08,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,25,25,25,25,0,0,0
Monarchidae,Myiagra inquieta,20.9,200,103.8,94,18.7,14.3,17.8,6.6,4.8,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,25,25,25,25,0,0,0
Laniidae,Platylophus galericulatus,77.89,249,132,113,33.340000000000003,19.420000000000002,31.16,13.14,12.96,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,30,40,30,0,0,0
Corvidae,Platysmurus leucopterus,180,338.375,182.875,165.375,33.668799999999997,21.643799999999999,36.4,12.7688,16.0313,40,20,0,0,0,0,40,0,0,0,Omnivore,0,0,0,30,40,30,0,0,0
Corvidae,Platysmurus leucopterus,180,369,189,190,39.17,31.23,42.81,23.1,24.55,40,20,0,0,0,0,40,0,0,0,Omnivore,0,0,0,30,40,30,0,0,0
Corvidae,Perisoreus infaustus,84.4,283,147,127,36.21,22.53,26.12,13.67,12.01,30,10,0,0,0,10,30,0,20,0,Omnivore,0,0,40,30,30,0,0,0,0
Corvidae,Cyanolyca turcosa,103.97,272,142,148,40.700000000000003,23.84,32.49,15.12,14.4,70,0,0,0,0,0,30,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Corvidae,Cyanolyca pulchra,103.97,272,125,142,41.07,24.47,36.15,16.74,15.3,70,0,0,0,0,0,30,0,0,0,Invertebrate,0,0,0,90,10,0,0,0,0
Corvidae,Cyanocorax cyanomelas,207,372,191.833,144.667,45.666699999999999,24.9,39.275,13.35,14.3667,40,10,0,0,0,10,40,0,0,0,Omnivore,0,0,20,30,40,10,0,0,0
Corvidae,Cyanocorax cristatellus,178,301,194,141,47.31,31.2,36.09,18.46,16.74,40,0,0,0,10,0,40,10,0,0,Omnivore,0,0,60,20,20,0,0,0,0
Corvidae,Cyanocorax yncas,78.5,267,111,129,36,19.5,28.6,13.6,11.2,40,10,10,0,0,0,40,0,0,0,Omnivore,0,0,0,70,30,0,0,0,0
Corvidae,Cyanocitta cristata,88,266,134,129,35,20.5,28.4,10.6,9.4,20,10,10,0,0,0,20,0,40,0,Omnivore,0,0,40,20,20,20,0,0,0
Corvidae,Aphelocoma californica,85.74,281,125,136,41.1,22.7,30.6,12.4,10.8,20,20,10,0,0,10,20,0,20,0,Omnivore,0,0,80,10,10,0,0,0,0
Corvidae,Garrulus glandarius,159.46,303,176,146,41.38,24.56,30.36,13.62,13.95,40,10,0,0,0,0,30,0,20,0,Omnivore,0,0,60,20,20,0,0,0,0
Corvidae,Cyanopica cyanus,95.91,357,140,216,31.62,22.55,30.45,14.34,12.1,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,0,20,60,20,0,0,0
Corvidae,Urocissa flavirostris,149.19,400,184,246,45.07,29.82,34.52,15.55,14.27,50,30,0,0,0,0,20,0,0,0,Omnivore,0,0,30,20,50,0,0,0,0
Corvidae,Dendrocitta occipitalis,95.3,440,139,297,30.76,21.86,33.68,17.64,18.55,10,0,0,0,0,0,30,0,60,0,PlantSeed,0,0,10,10,40,40,0,0,0
Corvidae,Dendrocitta formosae,102.74,368,142,221,28.46,20.350000000000001,31.77,14.32,15.15,40,10,10,0,0,10,10,10,10,0,Omnivore,0,0,30,20,30,20,0,0,0
Corvidae,Crypsirina temia,157,268,112,168,27.39,18.059999999999999,25.85,11.78,12.45,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,40,30,30,0,0,0
Corvidae,Pica pica,217.48,467,200,283,49.13,30.43,42.85,18.6,16.45,20,20,20,0,0,20,10,0,10,0,VertFishScav,0,0,70,10,10,0,10,0,0
Corvidae,Podoces biddulphi,109.2,296,151,111,45.98,25.55,53.86,14.18,13.18,40,0,0,0,0,20,0,0,40,0,Omnivore,0,0,100,0,0,0,0,0,0
Corvidae,Nucifraga caryocatactes,182.51,307,187,152,38.39,26.15,51.33,18.86,15.74,30,10,0,0,0,0,0,0,60,0,PlantSeed,0,0,40,20,20,20,0,0,0
Corvidae,Pyrrhocorax pyrrhocorax,276.68,415,302,155,57.02,35.74,58.58,16.58,16.18,50,0,0,0,10,10,10,0,20,0,Omnivore,0,0,70,0,30,0,0,0,0
Corvidae,Corvus enca,251,438.5,314,161.833,48.924999999999997,31.1083,64.0667,17.0583,18.9417,30,0,10,0,0,10,50,0,0,0,Omnivore,0,0,20,30,50,0,0,0,0
Corvidae,Corvus tristis,635,533.33489548762111,317.687407064977,230,52.966344389165791,35.318316979195707,64.86344335482384,19.364219639466075,24.043628000069344,30,0,0,0,0,0,70,0,0,0,FruiNect,0,0,20,10,30,40,0,0,0
Corvidae,Corvus brachyrhynchos,448.76,495.5,311,197.5,59.9,38.200000000000003,52.6,21.05,20.75,20,10,10,10,0,20,20,0,10,0,Omnivore,0,0,80,20,0,0,0,0,0
Corvidae,Corvus jamaicensis,338,384,238,145,50,35,49.5,24.6,22.9,30,10,10,0,0,0,50,0,0,0,Omnivore,0,0,0,10,30,60,0,0,0
Corvidae,Corvus jamaicensis,338,331,224,136,48,32.5,49.5,24.6,22.9,30,10,10,0,0,0,50,0,0,0,Omnivore,0,0,0,10,30,60,0,0,0
Corvidae,Corvus corone,570,469,306,210,52.16,35.24,52.37,21.17,19.28,30,20,20,0,0,20,0,0,10,0,VertFishScav,0,0,90,0,0,0,10,0,0
Corvidae,Corvus corax,927.97,600,433,270,62.11,46.06,79.59,34.18,31.55,10,20,10,10,0,20,10,0,10,10,VertFishScav,0,0,80,0,10,0,10,0,0
Corcoracidae,Corcorax melanorhamphos,364,470,232.7,199,61.3,38.1,44,10.8,13.1,50,10,0,0,0,0,0,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Corcoracidae,Corcorax melanorhamphos,364,461,244,223,66.290000000000006,36.64,49.09,21.96,19.36,50,10,0,0,0,0,0,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Corcoracidae,Corcorax melanorhamphos,364,448.5,248,210,68.650000000000006,49.2,45.6,11.8,14.35,50,10,0,0,0,0,0,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Corcoracidae,Struthidea cinerea,132,305,137,155,45.71,24.22,25.87,14.51,13.34,50,10,0,0,0,0,0,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Corcoracidae,Struthidea cinerea,132,302,153,152.5,44,33.450000000000003,24.35,12.4,13.9,50,10,0,0,0,0,0,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Monarchidae,Melampitta lugubris,42.67,174,89.5,67,40.5,23.45,22.95,9.1,8.15,80,0,10,0,0,0,10,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Monarchidae,Melampitta lugubris,42.67,159,87,54,42.2,23.4,21.8,8.3,8,80,0,10,0,0,0,10,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Monarchidae,Ifrita kowaldi,32.1,153,83.5,59,27.8,19.399999999999999,18.2,8.5,7.05,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Monarchidae,Ifrita kowaldi,32.1,154,82,60,28.3,17.7,17,8.1,6.2,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Paradisaeidae,Lycocorax pyrrhopterus,283.91,328,189,139,45.3,31.65,47.8,16.4,17.5,10,0,0,0,0,0,90,0,0,0,FruiNect,0,0,0,0,40,60,0,0,0
Paradisaeidae,Manucodia ater,228.01,364.75394692560781,169.04409316432663,137.40419750125156,33.962527259040854,22.490546058357822,37.239170625456865,10.069316688518043,12.359474334445109,10,0,0,0,0,0,70,10,0,10,FruiNect,0,0,0,10,20,70,0,0,0
Paradisaeidae,Parotia lawesii,161.4,276,150,87,42.9,32.700000000000003,23.4,7,8.4,20,0,20,0,0,0,60,0,0,0,FruiNect,0,0,0,0,80,20,0,0,0
Paradisaeidae,Parotia wahnesi,158,373,148,182,47.8,29.85,30.5,15.3,10.6,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,80,20,0,0,0
Paradisaeidae,Lophorina superba,76.66,245,133,88,35.299999999999997,23.1,25.7,9.2,9.1,30,0,0,0,0,0,70,0,0,0,FruiNect,0,0,0,10,70,20,0,0,0
Paradisaeidae,Ptiloris paradiseus,119.49,281.5,147,96.5,33.950000000000003,27.975000000000001,58.1,13.65,11.45,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,10,60,30,0,0,0
Paradisaeidae,Epimachus meyeri,220.48,841,169,558.5,52.85,36.524999999999999,87,15.1,11.7,30,0,0,0,30,0,40,0,0,0,Omnivore,0,0,20,20,40,20,0,0,0
Paradisaeidae,Cicinnurus regius,51.63,169.04409316432663,98.85530946569394,41.49540426343631,23.014418174085094,14.354894333536562,24.547089156850305,7.852356346100721,6.792036326171846,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,10,70,20,0,0,0
Paradisaeidae,Semioptera wallacii,148.34,278.5,151,87,42,30.75,43.15,15.05,13.75,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,0,70,30,0,0,0
Paradisaeidae,Seleucidis melanoleucus,174.43,353,176.5,105.5,44.95,33.075000000000003,60.85,13.8,10.75,30,0,20,0,0,0,30,20,0,0,Omnivore,0,0,0,0,70,30,0,0,0
Paradisaeidae,Paradisaea raggiana,212.59,355.5,185,152.5,44.85,32.174999999999997,37.65,17.55,13.85,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,0,20,80,0,0,0
Paradisaeidae,Paradisaea minor,207.93,348.33731503601189,180.71741260109292,127.05741052085423,40.179081084894008,24.210290467361787,36.728230049808474,10.495424286523221,10.495424286523221,20,0,0,0,0,0,80,0,0,0,FruiNect,0,0,0,20,50,30,0,0,0
Petroicidae,Poecilodryas hypoleuca,18,140.92887984218748,76.20790100254123,52.480746024977286,17.338039977541385,11.015393095414154,17.823787674480894,6.823386941416698,4.742419852602448,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,50,30,0,0,0,0
Petroicidae,Poecilodryas hypoleuca,18,131,82,54,19.62,13.34,17.31,9.57,6.59,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,20,50,30,0,0,0,0
Petroicidae,Peneothello bimaculata,23.77,132,93,50,23.33,16.739999999999998,19.86,10.35,5.2,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Petroicidae,Eopsaltria australis,20.15,150,82.8,65,22.8,20.8,14.2,5,4.5,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Petroicidae,Eopsaltria australis,20.15,132,76,59,19.29,15.27,14.27,6.56,4.76,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Petroicidae,Melanodryas cucullata,21.1,155,97,65,20.67,13.9,16.73,7.14,5.17,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Petroicidae,Pachycephalopsis poliosoma,37.97,156,92,58,29.57,17.5,20.33,10.15,6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Petroicidae,Microeca flavovirescens,15,156.31476426409549,78.88601176185546,57.94286964268813,13.182567385564075,8.9536476554959403,15.310874616820305,5.495408738576246,4.22668614265603,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Petroicidae,Microeca flavovirescens,15,145,77,58,17.21,10.36,15.52,7.58,5.31,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Petroicidae,Petroica multicolor,11.36,130,76.2,55.8,18.899999999999999,14.7,10.3,4.6,3.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,80,20,0,0,0
Petroicidae,Petroica multicolor,11.36,121,73,47,21.25,13.7,13.53,5.54,4.05,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,80,20,0,0,0
Petroicidae,Petroica goodenovii,8.9,110,65,47,17.36,11.03,10.08,4.82,3.71,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,60,40,0,0,0,0,0
Petroicidae,Petroica macrocephala,11.79,116,70,53,21.73,14.35,12.21,4.93,3.75,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Petroicidae,Petroica australis,31.33,170,97,67,35.659999999999997,21.78,19.51,7.52,5.94,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,90,10,0,0,0,0
Petroicidae,Amalocichla sclateriana,34,204,102,75,49.2,28.7,29.5,10.9,9.4,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Petroicidae,Amalocichla sclateriana,34,193,100,68,45,27.1,28.4,10.7,9.1,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Petroicidae,Amalocichla incerta,32.7,153,84,56,38.700000000000003,21.4,20.7,8.7,6.7,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Petroicidae,Amalocichla incerta,32.7,153,82,54,36.700000000000003,22.6,21.1,9.5,6.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Picathartidae,Picathartes gymnocephalus,196,323,141,133,66.27,34.61,35.8,14.1,14.67,80,0,20,0,0,0,0,0,0,0,Invertebrate,0,0,60,40,0,0,0,0,0
Picathartidae,Picathartes oreas,220,352,144,139,63.21,34.53,39.52,16.85,13.14,60,0,20,10,0,0,0,0,0,10,Invertebrate,0,0,60,40,0,0,0,0,0
Chaetopidae,Chaetops frenatus,54.99,217,83.5,98,35.200000000000003,22.35,23.9,9.25,7.4,90,0,10,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Chaetopidae,Chaetops aurantius,54.1,227,88,94,40.53,23.32,22.61,8.31,7.07,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Eupetidae,Eupetes macrocerus,101,287,97,136,47.4,19.649999999999999,30.8,9.7,7,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Eupetidae,Eupetes macrocerus,101,276,92,123,42.3,23.5,32.7,9.7,7.1,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Eupetidae,Eupetes macrocerus,101,289,98,126,38.6,23.3,31.7,8.8,6.8,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Bombycillidae,Bombycilla garrulus,54.41,186,117.5,66,21.2,20.925000000000001,17.8,9.8,6.4,30,0,0,0,0,0,50,0,0,20,Omnivore,0,0,0,40,40,0,20,0,0
Bombycillidae,Bombycilla japonica,42.3,169.5,105,51,17.3,18.600000000000001,16,9.3,6.65,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,50,50,0,0,0,0
Bombycillidae,Bombycilla cedrorum,31.58,161,95.5,54,17.899999999999999,16.05,14.7,8.65,5.45,20,0,0,0,0,0,70,0,0,10,FruiNect,0,0,0,40,40,0,20,0,0
Bombycillidae,Phainoptila melanoxantha,56,208.5,101,83.5,27.05,19.350000000000001,20.05,9.4,7.35,20,0,0,0,0,0,80,0,0,0,FruiNect,0,0,0,33,33,33,0,0,0
Bombycillidae,Ptilogonys cinereus,33.6,207.5,92,94.5,17.5,15.6,15.35,9.2,5.6,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,50,50,0,0,0,0
Bombycillidae,Ptilogonys caudatus,36.19,238.5,95.5,118,18.2,15.225,16.2,8.65,6.25,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,40,40,0,20,0,0
Bombycillidae,Phainopepla nitens,22.1,182,93,93,17.899999999999999,13.6,14.3,8.7,5.8,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,40,40,0,20,0,0
Bombycillidae,Phainopepla nitens,22.1,188,92,90,18.7,15.6,14,6.75,4.6,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,40,40,0,20,0,0
Hypocoliidae,Hypocolius ampelinus,53.3,248,99,106,23.7,18,17.6,10.1,6.6,20,0,0,0,0,0,80,0,0,0,FruiNect,0,0,50,30,20,0,0,0,0
Hypocoliidae,Hypocolius ampelinus,53.3,235.5,100.5,100,25,26.024999999999999,17.5,10.15,6.9,20,0,0,0,0,0,80,0,0,0,FruiNect,0,0,50,30,20,0,0,0,0
Paridae,Sylviparus modestus,7.14,89.667000000000002,58.667,35.333,16.2333,10.1,8.3,3.8,3.5333,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,0,20,50,30,0,0,0
Paridae,Melanochlora sultanea,37.6,187.333,104.333,83.333,22.933299999999999,17.899999999999999,16.1667,8.1667,7.2667,70,0,0,0,0,0,20,0,10,0,Invertebrate,0,0,0,20,40,40,0,0,0
Paridae,Baeolophus wollweberi,10.4,115,64,56,16.7,10.3,9.9,5.6,5,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Paridae,Baeolophus inornatus,15.87,126,68,56,20.8,12.7,13.3,6.3,6.8,60,0,0,0,0,0,0,10,10,20,Invertebrate,0,0,0,20,80,0,0,0,0
Paridae,Baeolophus bicolor,21.6,143,78,68,20.399999999999999,13.1,13,4.5,5.2,60,0,0,0,0,0,0,0,40,0,Invertebrate,0,0,20,20,40,20,0,0,0
Paridae,Baeolophus bicolor,21.6,145,78,67,20.3,13.5,13,4.5,5.2,60,0,0,0,0,0,0,0,40,0,Invertebrate,0,0,20,20,40,20,0,0,0
Remizidae,Remiz pendulinus,9.3,104,57.5,43.5,15.4,11.324999999999999,8.85,4.25,4.3,60,0,0,0,0,0,0,0,40,0,Invertebrate,0,0,33,33,33,0,0,0,0
Remizidae,Auriparus flaviceps,6.8,105,53,47,15.4,9.1999999999999993,10.9,4.7,4.5,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,70,30,0,0,0,0,0
